Media Name,Publish Date,Title
nypost.com,2024-05-01,"Cops raise the Stars and Stripes, toss away Palestinian flag in iconic moment after quelling City College pro-terror protest"
foxnews.com,2024-05-01,UCLA protester says 'Zionist thugs' released rats into anti-Israel encampment
nypost.com,2024-05-01,"NYC doctor, serial anti-Israel protester, 47, among non-students apprehended as NYPD raids of Columbia, CCNY yield 282 arrests"
foxnews.com,2024-05-01,"Parents, students livid as colleges move classes online amid anti-Israel violence: 'Very unsettling'"
nytimes.com,2024-05-01,It’s Not Just Gaza: Student Protesters See Links to a Global Struggle
washingtontimes.com,2024-05-01,"Pentagon says U.S. pier for Gaza aid is more than half-completed, to b"
foxnews.com,2024-05-01,Columbia copied Biden's playbook of 'don't' when addressing anti-Israel agitators — then it tried Trump's
washingtontimes.com,2024-05-01,Portland State University stays closed after anti-Israel protesters se
foxnews.com,2024-05-01,Emory University police arrest convicted felon who crossed state lines to join anti-Israel protests
cnn.com,2024-05-01,Colombia to break diplomatic ties with Israel over actions in Gaza
nypost.com,2024-05-01,Republicans blast Biden over plans to take in Gaza refugees: ‘Absolute disgrace’
nytimes.com,2024-05-01,2 Books Go Behind Bars With Palestinians
foxnews.com,2024-05-01,"Louisiana police clear out anti-Israel encampment at Tulane University, arrest 14 protesters"
nytimes.com,2024-05-01,Middle East Crisis: Blinken Meets With Israeli Leaders as Netanyahu Promises Assault on Rafah
foxnews.com,2024-05-01,'Stranger Things' star blasts anti-Israel protesters blocking students on campus: 'They should be expelled'
foxnews.com,2024-05-01,"As anti-Israel agitators take over college campuses, social media asks #WhereIsBiden: 'Unfit to lead'"
nypost.com,2024-05-01,Fordham Lincoln Center anti-Israel encampment egged on by Columbia arrests: student
nypost.com,2024-05-01,Columbia’s Hamas kids think the Middle East revolves around their school
nypost.com,2024-05-01,UCLA anti-Israel protesters took hand-to-hand combat classes ahead of bloody clash
nypost.com,2024-05-01,Joe Biden’s reckless plan to take in Gazans won’t even satisfy Israel-haters
foxnews.com,2024-05-01,"Sen Mike Lee targets university grants, cites 'woke DEI programs,' anti-Israel riots"
foxnews.com,2024-05-01,Patriots' Robert Kraft: Anti-Israel protests 'scaring a lot of people'
nypost.com,2024-05-01,NYPD officers clear out anti-Israel encampment on Columbia University campus on April 30
foxnews.com,2024-05-01,Trump says violence on college campuses 'has to stop immediately' amid violent anti-Israel protests
foxnews.com,2024-05-01,Several antisemitism committee members resign after Northwestern makes deal with anti-Israel agitators
nytimes.com,2024-05-01,‘Where Is the Palestinian Gandhi?’
foxnews.com,2024-05-01,UNC Interim Chancellor praised for restoring American flag after protesters replaced it with Palestinian flag
foxnews.com,2024-05-01,Ernst leads Senate GOP demanding Biden 'cease planning' Gaza refugee acceptance
foxnews.com,2024-05-01,"NYPD removes Palestinian flag from CCNY campus, reraises American flag after anti-Israel protest"
washingtontimes.com,2024-05-01,"Police don riot gear, order dispersal of large pro-Palestinian gatheri"
washingtontimes.com,2024-05-01,UCLA takes heat for failure to act to stop attack on pro-Palestinian e
washingtontimes.com,2024-05-01,Driven by Hamas: Campus protests led by groups backing Hamas terrorist
foxnews.com,2024-05-01,"NYPD identifies outside 'infiltrators' who amped up Columbia anti-Israel protests, top brass says"
nypost.com,2024-05-01,British police officer faces terror charge for showing support for Hamas on WhatsApp
nypost.com,2024-05-01,Biden’s plan to bring in Gazan refugees is national security insanity
nypost.com,2024-05-01,"Notorious anti-Israel protester Lisa Fithian, paid $300 a day to teach activists, spotted among Columbia rioters"
nypost.com,2024-05-01,Trump rips ‘Jewish politicians abandoning Israel’ as NYPD clears Columbia campus of pro-terror protesters
foxnews.com,2024-05-01,Columbia celebrates ‘alleged terrorists' with on-campus memorial to ‘journalists’ killed in Gaza: report
foxnews.com,2024-05-01,Left-wing university leaders helped create anti-Israel campus chaos. We don't need to bail them out
foxnews.com,2024-05-01,"Anti-Israel agitator calls Byron Donalds an 'Uncle Tom,' 'race traitor' at GWU encampment"
foxnews.com,2024-05-01,"Brown U caves to anti-Israel protesters, agrees to deal on divestment in exchange for encampment closure"
nytimes.com,2024-05-01,"Blinken meets with Netanyahu, hoping to stave off an Israeli assault on Rafah."
nytimes.com,2024-05-01,Blinken Turns Up Pressure on Hamas to Accept Gaza Cease-Fire Deal
washingtontimes.com,2024-05-01,Blinken urges Israel and Hamas to move ahead with a cease-fire deal an
foxnews.com,2024-05-01,"Amy Schumer calls out 'razor-sharp' scrutiny on Jewish people, 'but not on Hamas'"
nypost.com,2024-05-01,Read Mayor Adams’ forceful remarks against violent anti-Israel NYC protests: ‘We are not surrendering our way of life to anyone’
nypost.com,2024-05-01,NYPD raids short-lived anti-Israel encampment at Fordham University’s Lincoln Center campus
foxnews.com,2024-05-01,House votes to expand definition of antisemitism amid anti-Israel demonstrations across US
foxnews.com,2024-05-01,"UCLA cancels class after riot police break up fight between anti-Israel protesters, opposition"
washingtontimes.com,2024-05-01,Anti-Israel protests infiltrated by ‘outside agitators’ wh
nytimes.com,2024-05-01,Will Hamas Say No?
foxnews.com,2024-05-01,Stanford University submits photo of encampment protester wearing Hamas headband to FBI
nypost.com,2024-05-01,"Anti-Israel UCLA protesters request shields, helmets, vegan and gluten-free donations after violent campus clash"
nypost.com,2024-05-01,"Anti-Israel university protests live updates: Outside agitators came to NYC campuses to radicalize students, Mayor Eric Adams says"
nypost.com,2024-05-01,Twitter co-founder Jack Dorsey backs anti-Israel protesters at Columbia University
nytimes.com,2024-05-01,Some Gazans Say U.S. Campus Protests Give Them ‘Hope’
foxnews.com,2024-05-01,UNC fraternity brothers defend reinstated American flag from campus mob who replaced with Palestinian flag
foxnews.com,2024-05-01,'Screaming and cursing' anti-Israel agitators descend on senator's home more than a dozen times
nypost.com,2024-05-01,Florida Rep. Byron Donalds shrugs off anti-Israel heckler who called him a ‘race-traitor’ at GWU encampment
washingtontimes.com,2024-05-01,Trump says printed signs at pro-Palestinian protests are signs of R
foxnews.com,2024-05-01,"Cal Poly forced to change commencement in wake of anti-Israel protests, unrest on campus"
foxnews.com,2024-05-01,Sen. Kennedy torches Biden over anti-Israel campus protests: These 'jackwagons' could be stopped 'on a dime'
foxnews.com,2024-05-01,"Group of 10 anti-Israel protesters arrested at University of South Florida, including one with gun: police"
foxnews.com,2024-05-01,White House on anti-Israel protests: 'Forcibly taking over a building is not peaceful'
nypost.com,2024-05-01,Dramatic before-and-after photos show Columbia University’s anti-Israel tent city finally gone after NYPD raid
nypost.com,2024-05-01,Tone-deaf UCLA anti-Israel protesters claim ‘life-threatening assault’ while comparing campus clash to war in Gaza
cnn.com,2024-05-01,Gazans thank US university protesters as Israel calls for students to be expelled
nypost.com,2024-05-01,Arab peace activist blasts ‘privileged’ anti-Israel US college students for blindly supporting Hamas: ‘Betraying all of us — Gazans included’
foxnews.com,2024-05-01,Northwestern University hit with federal complaint after caving to anti-Israel mob’s demands
nypost.com,2024-05-01,New York City police re-raise American flag at City College campus after anti-Israel protesters removed it
foxnews.com,2024-04-30,Portland State University president calls for police help after anti-Israel protesters cause 'property damage'
washingtontimes.com,2024-04-30,Republican chairs ask why pro-Palestinian encampments remain at George
nypost.com,2024-04-30,Multiple arrests after hundreds of NYPD cops storm Columbia campus to clear out anti-Israel mob
foxnews.com,2024-04-30,Anti-Israel mob rebrands iconic Hamilton Hall following insurrection at Columbia
foxnews.com,2024-04-30,'No leadership': Resurfaced post comes back to haunt Biden after anti-Israel protests sweep the nation
foxnews.com,2024-04-30,"Biden plan to use Leahy Law sanction on IDF was 'political,' expert alleges: 'Congress should consider' probe"
foxnews.com,2024-04-30,Top UN court rejects request for Germany to halt military aid to Israel
nypost.com,2024-04-30,"Columbia University has failed to protect Jewish students during anti-Israel protests, lawsuit claims"
foxnews.com,2024-04-30,"Police at UNC Chapel Hill detain at least 30 anti-Israel protesters, crowds try to force into buildings"
foxnews.com,2024-04-30,Columbia University professor says anti-Israel protests are really about this 1 thing
nypost.com,2024-04-30,Anti-Israel protesters violently clash with NYPD cops outside of City College of New York
foxnews.com,2024-04-30,"White House condemns antisemitism, violent anti-Israel anarchy at Columbia University: 'No place in America'"
nytimes.com,2024-04-30,College Democrats Back Protests and Criticize Biden’s Israel Policy
nytimes.com,2024-04-30,Blinken Arrives in Jordan to Discuss Aid for Gaza
foxnews.com,2024-04-30,Campus chaos and anti-Israel rhetoric reveal stark failures of today’s higher education
foxnews.com,2024-04-30,Columbia students who witnessed anti-Israel protesters' building takeover speaks out: 'We feel alone'
cnn.com,2024-04-30,UN’s top court rejects call for Germany to immediately halt arms exports to Israel
nypost.com,2024-04-30,Anti-Israel protesters break into Hamilton Hall at Columbia University
foxnews.com,2024-04-30,Michael Moore warns Biden to 'pull the plug' on Israel aid or risk losing election
foxnews.com,2024-04-30,Johnson demands Biden visit Columbia University amid anti-Israel occupation
nypost.com,2024-04-30,Lloyd Austin says US troops building Gaza aid pier can return fire if attacked by Hamas
foxnews.com,2024-04-30,"Growing controversy over Biden's Gaza pier fuels concerns over cost, security"
nypost.com,2024-04-30,"Pro-Israel protester attacked, threatened with Taser at UCLA as campus security stood feet away"
foxnews.com,2024-04-30,White House considers accepting some Palestinians from Gaza as refugees amid Israel-Hamas war
washingtontimes.com,2024-04-30,Columbia shuts down campus after anti-Israel protesters take over Hami
foxnews.com,2024-04-30,"Anti-Israel protester claims Jewish students aren't under threat, walks away when asked about Oct. 7"
foxnews.com,2024-04-30,"College Democrat group backs anti-Israel protests, denounce 'MAGA Republicans' for smearing demonstrators"
nypost.com,2024-04-30,Possible arrest warrants for Israeli leaders expose the utter perversity of the International Criminal Court
nypost.com,2024-04-30,Biden administration considers accepting Gazan refugees from Israel-Hamas war: report
foxnews.com,2024-04-30,Stefanik calls for deportation of 'pro-Hamas' Columbia students on federal visas
foxnews.com,2024-04-30,Joy Behar fears anti-Israel campus unrest will help Trump win election
nytimes.com,2024-04-30,Tensions Rise at U.N.C. Chapel Hill After Dozens of Pro-Palestinian Demonstrators Are Detained
foxnews.com,2024-04-30,"House Republicans urge Biden to press ICC not to charge Netanyahu, Israeli officials with war crimes"
washingtontimes.com,2024-04-30,The U.S. is building a pier off Gaza to bring in humanitarian aid. Her
foxnews.com,2024-04-30,Video shows anti-Israel protesters block Jewish student from getting to class; UCLA responds
foxnews.com,2024-04-30,'The View' co-host Whoopi Goldberg unloads on 'clickbait' reporting on student anti-Israel protests
foxnews.com,2024-04-30,"Police at Cal Poly carry out major operation to secure academic buildings, arrest 35 from anti-Israel protest"
nytimes.com,2024-04-30,Middle East Crisis: U.N. Court to Issue Decision on Arms Sales to Israel
foxnews.com,2024-04-30,"Police at Yale University clear anti-Israel encampment, threatening arrest and suspension"
foxnews.com,2024-04-30,Obama-connected professor who led radical group that bombed US speaks at anti-Israel encampment
washingtontimes.com,2024-04-30,A look at the protests of the war in Gaza that have emerged at U.S. co
washingtontimes.com,2024-04-30,White House condemns anti-Israel university protests
nypost.com,2024-04-30,"Israel will invade Rafah ‘with or without’ cease-fire, hostage deal, Netanyahu vows"
foxnews.com,2024-04-30,Anti-Israel protest organizer who won MLK Jr award called for ‘death and worse’ against Zionists: Report
foxnews.com,2024-04-30,Anti-Israel mob at Columbia reveals exactly what they will target next after taking over academic building
washingtontimes.com,2024-04-30,Why Israel is so determined to launch an offensive in Rafah. And why s
foxnews.com,2024-04-30,"Anti-Israel students at Emory University bash Biden, avoid outright condemning October 7"
nytimes.com,2024-04-30,Election Updates: College Democrats of America back protests and criticize Biden’s Israel policy.
cnn.com,2024-04-30,Palestinian writer jailed in Israel wins top Arabic book prize
nypost.com,2024-04-30,Trump rips Israel’s Netanyahu over Oct. 7 Hamas attack: ‘Should have never happened’
nypost.com,2024-04-30,US colleges where students have been arrested over anti-Israel protests
nypost.com,2024-04-30,Anti-Israel protesters take over Columbia University academic building in latest campus chaos
foxnews.com,2024-04-30,"Trump condemns 'brainwashed' anti-Israel mob as NYPD moves in, dings Dems: 'Where is Schumer?'"
washingtontimes.com,2024-04-30,Google workers fired after Israel protest file complaint with labor bo
nypost.com,2024-04-30,"Hundreds of anti-Israel protesters march across NYC, hitting every university tent city: ‘This is a siege’"
nytimes.com,2024-04-30,College Democrats Back Protests and Criticize Biden’s Israel Policy
foxnews.com,2024-04-30,"Trump decries Columbia agitators, calls Charlottesville 'peanuts' compared to campus anti-Israel unrest"
nypost.com,2024-04-30,Jewish law student punched in the face after trying to film UC Berkeley anti-Israel protest
foxnews.com,2024-04-29,California university reveals 'true cost' of anti-Israel mob that took over academic buildings
nypost.com,2024-04-29,Student waves giant Israeli flag as protests continue at Columbia University
nypost.com,2024-04-29,Columbia University anti-Israel protests live updates: Students facing suspension say ‘we won’t back down’
foxnews.com,2024-04-29,Biden admin accuses Israeli military of human rights violations in stunning condemnation
nypost.com,2024-04-29,"Harvard pro-Palestinian protesters swap flag: Letters to the Editor — April 30, 2024"
nypost.com,2024-04-29,"Israeli units committed ‘gross violations of human rights’ prior to Oct. 7, State Department says"
foxnews.com,2024-04-29,Anti-Israel mobs issue new demand as adult consequences come into focus and more top headlines
foxnews.com,2024-04-29,USC student recounts disappointment after graduation commencement was canceled due to anti-Israel protests
nytimes.com,2024-04-29,"As Anger Grows Over Gaza, Arab Leaders Crack Down on Protests"
nypost.com,2024-04-29,Cornell prof who called Hamas attack ‘exhilarating’ is back on campus cheering on protests despite being on leave
washingtontimes.com,2024-04-29,Israeli defense official: Humanitarian aid to Gaza will ‘signifi
nypost.com,2024-04-29,"Pro-Hamas students need to grow up, stop whining and face the consequences of their actions"
foxnews.com,2024-04-29,"Columbia University, anti-Israel agitators fail to reach deal, president asks camp to 'voluntarily disperse'"
washingtontimes.com,2024-04-29,"Trump raises doubts about Israel-Hamas cease-fire, says most hostages"
foxnews.com,2024-04-29,GWU says 'hateful language being displayed has no place' on campus amid anti-Israel protests
nypost.com,2024-04-29,‘Guerrilla journalist’ carrying American flag kicked and punched by pro-Palestinian protesters at CUNY
nypost.com,2024-04-29,How the left’s disdain for nationalism is fueling its hostility toward Israel
washingtontimes.com,2024-04-29,"In Paris, students inspired by pro-Palestinian protests in the U.S. ga"
foxnews.com,2024-04-29,French police remove pro-Palestinian students from the courtyard of Sorbonne university in Paris
washingtontimes.com,2024-04-29,Israeli officials concerned about possible ICC arrest warrants as pres
nytimes.com,2024-04-29,Blinken Meets With Arab Officials to Discuss Gaza and Postwar Plans
foxnews.com,2024-04-29,"Israel is concerned ICC could issue arrest warrants against Netanyahu, senior officials: report"
nypost.com,2024-04-29,Columbia anti-Israel protesters are defying order to disperse by 2pm: Here’s what happens next
foxnews.com,2024-04-29,Virginia Tech police physically carry away anti-Israel agitators amid effort to restore peace on campus
foxnews.com,2024-04-29,Massachusetts Democrat demands universities crack down on anti-Israel protests: 'Shut them down'
nypost.com,2024-04-29,Jewish UPenn students say school ‘powerless’ against anti-Israel protesters who flout order to clear encampment
nytimes.com,2024-04-29,Hamas Fires Rockets Into Israel from Lebanon
nypost.com,2024-04-29,Columbia president Minouche Shafik admits talks with anti-Israel protesters have failed — suggests NYPD crackdown not on the table
nypost.com,2024-04-29,"US, UK urge Hamas to accept ‘generous’ 40-day truce deal to free some hostages"
nytimes.com,2024-04-29,Biden Team Sees Narrow Window for Deal on Cease-Fire and Hostages in Gaza
foxnews.com,2024-04-29,White House dodges questions on college administrators' response to anti-Israel protests on campuses
nypost.com,2024-04-29,"Four out of five Americans favor Israel over Hamas, most back Rafah operation: poll"
foxnews.com,2024-04-29,Trump says 4 words about anti-Israel protests on college campuses as arrests skyrocket
foxnews.com,2024-04-29,"World Central Kitchen, known for providing wartime food aid, to resume work in Gaza after staff deaths"
nytimes.com,2024-04-29,Ilhan Omar Plunges Into Democrats’ Political Storm Over War in Gaza
washingtontimes.com,2024-04-29,Satellite photos show U.S. Navy ship building floating pier for Gaza a
nytimes.com,2024-04-29,Hope Rises for New Talks on Gaza Cease-fire as Israel Scales Back Demands
washingtontimes.com,2024-04-29,Trump skeptical about making hostage deal with Hamas
foxnews.com,2024-04-29,Anti-Israel student protests threaten to cancel graduation ceremonies in repeat of COVID era
nypost.com,2024-04-29,Miami investor bets on Israeli tech firms: ‘Battlefield becomes ultimate sandbox for innovation’
cnn.com,2024-04-28,How universities are cracking down on a swell of tension months into student protests over Israel’s bombardment of Gaza
nytimes.com,2024-04-28,Diplomats Head to Saudi Arabia for New Talks About War in Gaza
washingtontimes.com,2024-04-28,A top Qatari official urges Israel and Hamas to do more to reach a cea
nytimes.com,2024-04-28,"With Israel Poised to Invade Rafah, Negotiators Try Again for Cease-Fire Deal"
nypost.com,2024-04-28,‘Pro-Palestine’ protests really ARE seeking a ‘final solution’
washingtontimes.com,2024-04-28,"Biden, Netanyahu confer as pressure mounts to lock down Gaza cease-fir"
nypost.com,2024-04-28,‘Guerrilla journalist’ says he was beaten by anti-Israel protesters at CUNY for waving American flag on campus: video
nypost.com,2024-04-28,Israel mulls end to Gaza war as part of hostage deal — even if Hamas is not eradicated: report
nypost.com,2024-04-28,Biden and Netanyahu speak as pressure grows on Israel over Rafah invasion and cease-fire talks
foxnews.com,2024-04-28,Holocaust memorial covered during London anti-Israel march: 'Sad but necessary'
nypost.com,2024-04-28,Cops arrest 200 anti-Israel protesters at college campuses across US — while Columbia leaders dither
nypost.com,2024-04-28,Green Party presidential candidate Jill Stein arrested during anti-Israel protest at Washington University in St. Louis
nytimes.com,2024-04-28,"In Northern Israel, Clashes With Hezbollah Drive a Hospital Underground"
foxnews.com,2024-04-28,Israel compared to Nazis and ISIS in Dearborn sermon: ‘You need to reeducate the Jews’
nypost.com,2024-04-28,Blame the COVID pandemic for pro-Palestine protests
nytimes.com,2024-04-28,College Protests Over Gaza Deepen Democratic Rifts
foxnews.com,2024-04-28,"Fetterman blasts ‘germ of antisemitism’ in college protests, ‘living in a pup tent for Hamas’ not helpful"
foxnews.com,2024-04-28,Kirby: US remains hopeful for '6 weeks of peace' with hostage deal that 'Hamas has not fully rejected'
foxnews.com,2024-04-28,White House silent if anti-Israel protesters will be barred from student loan forgiveness programs
nytimes.com,2024-04-28,World Central Kitchen Will Resume Operations in Gaza
nypost.com,2024-04-28,Columbia students celebrate as school officials promise no lockdown or evictions over anti-Israeli protests
nytimes.com,2024-04-27,Hamas Says It Is Reviewing Israeli Proposal on Cease-Fire Deal
nytimes.com,2024-04-27,Heat Wave Strains Pharmacist’s Ability to Get Crucial Medicine to Gazans
nytimes.com,2024-04-27,"Israel Makes Progress on Aid, but Risk of Famine Persists in Gaza, U.N. Official Says"
nytimes.com,2024-04-27,Yair Lapid Says the World Misunderstands Israel
foxnews.com,2024-04-27,UT Austin suspends Pro-Palestinian student group after anti-Israel protest
nypost.com,2024-04-27,Hamas releases first proof-of-life video showing kidnapped American Keith Siegel
washingtontimes.com,2024-04-27,Pro-Palestinian students have peacefully evacuated prestigious Paris u
nypost.com,2024-04-27,Anti-Israel protesters drape massive Palestinian flag over side of DC Hilton hosting White House Correspondents Dinner
washingtontimes.com,2024-04-27,"Hamas is reviewing an Israeli proposal for a cease-fire in Gaza, as po"
nytimes.com,2024-04-27,How the U.S. Humanitarian Pier in Gaza Will Work
nypost.com,2024-04-27,DEI official who was fired after posing in front of Israeli flag with swastikas sues University of Minnesota
nypost.com,2024-04-27,Progressive NY Rep. Jamaal Bowman duped by fake ‘Chief rabbi of Gaza’
nypost.com,2024-04-27,My generation doesn’t know why the heck they’re protesting for Palestine
cnn.com,2024-04-27,Live updates: US college campuses see pro-Palestinian protests
nytimes.com,2024-04-27,"Aid Flows to Gaza Are Rising, U.N. says, but More Is Needed"
foxnews.com,2024-04-27,"Israel debunks ‘Hamas libels‘ about mass grave spread by media for internet clicks, says Netanyahu spokesman"
nypost.com,2024-04-27,Anti-Israel radicals share guide for taking over university buildings
nytimes.com,2024-04-27,Blinken to Meet With Arab Officials in Saudi Arabia About Israel-Gaza War
foxnews.com,2024-04-27,"Anti-Israel agitators flood DC streets, take aim at White House Correspondents' Dinner: 'Shame on you!'"
nypost.com,2024-04-27,"Anti-Israel protesters sue Columbia, claiming they’re the real victims"
nypost.com,2024-04-27,USC seniors who didn’t have high school graduations due to COVID ‘in tears’ over canceled ceremony as campus overrun by anti-Israel protests
nypost.com,2024-04-27,Banned Columbia anti-Israel camp ringleader Khymani James once said they ‘hate white people’ — and wanted to work for AOC
nypost.com,2024-04-27,State-funded CUNY faculty members show up on ‘Trotskyist ‘ TikTok supporting anti-Israel protest
cnn.com,2024-04-27,Blinken to travel to Saudi Arabia amid stalled negotiations between Israel and Hamas
nytimes.com,2024-04-26,Floating pier would move aid from ships into Gaza.
nytimes.com,2024-04-26,Police Arrest Rabbis Near Gaza-Israel Border at a Rally to Highlight Starvation
cnn.com,2024-04-26,Egyptian delegation in Israel to revive deadlocked ceasefire and hostage talks
foxnews.com,2024-04-26,Holocaust Remembrance Center president compares anti-Israel mobs at Columbia to Nazis at German university
foxnews.com,2024-04-26,"Egypt sends delegation to Israel, its latest effort to broker a cease-fire between Israel and Hamas"
nypost.com,2024-04-26,"Signs of ‘foreign assistance’ emerge in Columbia, NYU unrest: Anti-Israel agitators"
foxnews.com,2024-04-26,Columbia gives 7-word update on negotiations as university crosses deadline to clear anti-Israel protest
foxnews.com,2024-04-26,Anti-Israel protesters in Seattle delay campus encampment after being called out for lack of diversity: Report
nypost.com,2024-04-26,Nancy Pelosi interrupted during UK university speech by anti-Israel protestors who call her a ‘warmonger’
nytimes.com,2024-04-26,Blinken to Return to Israel to Discuss Hostages and Planned Rafah Incursion
nytimes.com,2024-04-26,Israel Has a Choice to Make: Rafah or Riyadh
nypost.com,2024-04-26,Israel supporters rally at Columbia after Ivy League prez drops deadline for tent protesters to leave
foxnews.com,2024-04-26,Arrested anti-Israel agitators claim 'discrimination' and 'harassment' in civil rights complaint
nytimes.com,2024-04-26,"Middle East Crisis: Army Begins Work on Floating Pier Meant to Get More Aid to Gaza, U.S. Says"
nypost.com,2024-04-26,"Cops take down Emory professor at anti-Israel protest that turned violent, wild video shows"
foxnews.com,2024-04-26,Students at prestigious Paris university occupy campus building in pro-Palestinian protest
nypost.com,2024-04-26,These are the extremist student leaders of the anti-Israel protest camp bringing Columbia to its knees
nytimes.com,2024-04-26,Why Gaza Protests on U.S. College Campuses Have Become So Contagious
nypost.com,2024-04-26,Jewish Columbia protester confronts Jill Stein for opposing Israel’s war with Hamas: ‘You are the minority’
washingtontimes.com,2024-04-26,U.S. postpones decision on aid to Israeli army battalion accused of ab
washingtontimes.com,2024-04-26,U.N. investigators probe 14 Gaza aid staffers Israel had tied to Hamas
foxnews.com,2024-04-26,Pressure builds for colleges to close or shut down anti-Israel encampments amid death threats toward Jews
foxnews.com,2024-04-26,Hamas' sexual violence on Oct. 7 revealed in new documentary: 'The world needs to see what happened'
nytimes.com,2024-04-26,Quotation of the Day: Andrés Eulogizes 7 Aid Workers Killes in Gaza as ‘the Best of Humanity’
nypost.com,2024-04-26,"‘Fat liberation,’ decolonization rants and pro-Palestinian chants have no place in medical school"
foxnews.com,2024-04-26,"University of Pennsylvania struck by anti-Israel activist encampments, joining growing list of colleges in US"
nypost.com,2024-04-26,George Soros is paying student radicals who are fueling nationwide explosion of Israel-hating protests
foxnews.com,2024-04-26,Harvard student warns 'inmates are running the asylum' amid anti-Israel protests on campus
nypost.com,2024-04-26,"Soros and other elites are funding the campus agitators stoking anti-Israel, antisemitic protests"
foxnews.com,2024-04-26,"Hezbollah terror flag found at Princeton's anti-Israel encampment, Cruz torches the protesters"
nytimes.com,2024-04-26,Baby Born in Gaza After Her Mother Was Killed Has Died
washingtontimes.com,2024-04-26,A look at the protests about the war in Gaza that have emerged on U.S.
foxnews.com,2024-04-26,Baby girl rescued from dead mother's womb following Israeli airstrike dies in Gaza hospital
nytimes.com,2024-04-26,"Army Begins Building Floating Aid Pier Off Gaza’s Coast, Pentagon Says"
nypost.com,2024-04-26,Anti-Israel Columbia protesters refuse to discuss taking down tents as negotiations continue
nytimes.com,2024-04-26,Israel’s Military Campaign Has Left Gaza’s Medical System Near Collapse
cnn.com,2024-04-26,Live updates: US college campuses see pro-Palestinian protests
foxnews.com,2024-04-26,Anti-Israel protesters at Florida universities can be ‘expelled’: DeSantis
washingtontimes.com,2024-04-26,Anti-Israel student protesters at Columbia University say they are not
foxnews.com,2024-04-26,Pelosi university speech interrupted by anti-Israel agitators: 'Warmonger'
foxnews.com,2024-04-26,"‘Squad’ members descend on Columbia encampment, offer 'support' for anti-Israel agitators"
nytimes.com,2024-04-26,PEN America Cancels World Voices Festival Amid Israel-Gaza Criticism
nypost.com,2024-04-26,University of Washington anti-Israel encampment postponed over lack of diversity
nytimes.com,2024-04-26,Police Arrest Rabbis Near Gaza-Israel Border at a Rally to Highlight Starvation
nypost.com,2024-04-26,"NYPD hunts for hateful suspects in attacks on victims holding Israeli flags, including one outside Columbia"
washingtontimes.com,2024-04-26,"Egypt sends delegation to Israel, its latest effort to broker a cease-"
nypost.com,2024-04-26,Columbia anti-Israel encampment ringleader once said ‘Zionists don’t deserve to live’
foxnews.com,2024-04-25,"Emory University rips anti-Israel 'activists' disrupting campus; police use tear gas, zip-ties during arrests"
nypost.com,2024-04-25,UPenn swarmed by anti-Israel protesters who set up encampments on campus: ‘Source of fear’
nytimes.com,2024-04-25,"Army Begins Building Floating Aid Pier Off Gaza’s Coast, Pentagon Says"
nytimes.com,2024-04-25,U.N. Official Says ‘Every Day Counts’ in Aid Efforts for Gaza
washingtontimes.com,2024-04-25,Letter to the editor: Pelosi has no business in Israel’s affairs
foxnews.com,2024-04-25,"Anti-Israel agitators: Signs of 'foreign assistance' emerge in Columbia, NYU unrest"
nypost.com,2024-04-25,Hamas official says group would lay down its weapons if a two-state solution is implemented
nypost.com,2024-04-25,Harvard’s anti-Israel protest tent camp thwarted by 2 a.m. lawn sprinklers
foxnews.com,2024-04-25,Police at Princeton pop-up encampment arrest 2 as anti-Israel protests sweep universities
foxnews.com,2024-04-25,Iran picks sides as anti-Israel protests rage across US universities: 'Deeply worried and disgusted'
nypost.com,2024-04-25,Shocking video shows anti-Israel protesters at NYU swarm NYPD chief and his officers
washingtontimes.com,2024-04-25,Biden joins world leaders urging Hamas to accept hostage deal
foxnews.com,2024-04-25,"Liberty University holds massive, public prayer gathering as anti-Israel mobs get arrested at Columbia, USC"
nypost.com,2024-04-25,Outrage as drag queen leads young kids in ‘free Palestine’ chant during story time event
nypost.com,2024-04-25,Anti-Israel protesters at NYU admit they have no idea what they’re protesting: ‘I wish I was more educated’
foxnews.com,2024-04-25,Chris Hayes deletes 'glib' post about National Guard shooting Columbia students amid anti-Israel protests
washingtontimes.com,2024-04-25,USC cancels graduation ceremony amid fears over pro-Palestinian protes
washingtontimes.com,2024-04-25,A look at the Gaza war protests that have emerged on U.S. college camp
foxnews.com,2024-04-25,"Tehran 'religiously' broadcasting anti-Israel unrest at US schools for propaganda, expert says"
foxnews.com,2024-04-25,"USC closes campus 'until further notice' following anti-Israel protest, 93 arrested for trespassing"
foxnews.com,2024-04-25,"Emerson College anti-Israel agitators clash with Boston police; 4 officers injured, over 100 arrested"
foxnews.com,2024-04-25,Dems attack Johnson over impassioned Columbia speech condemning anti-Israel student activists
cnn.com,2024-04-25,"Live updates: Pro-Palestinian protests at USC, Columbia University, college campuses nationwide"
nypost.com,2024-04-25,USC cancels ‘main stage’ graduation ceremony as campus becomes overrun by anti-Israel protests
nypost.com,2024-04-25,Netanyahu says ‘horrific’ anti-Israel protests on US campuses ‘have to be stopped’
foxnews.com,2024-04-25,'Death to America' rapidly emerging as key slogan of anti-Israel agitators in US
foxnews.com,2024-04-25,Pentagon confirms US military has begun construction on Gaza humanitarian aid pier
nypost.com,2024-04-25,Hersh Goldberg-Polin’s parents say Hamas hostage video was ‘amazing’ proof he’s alive: ‘We were just crying’
